state,bid,hid,uid,pid,speaker.position,speaker.position_value,speaker.is_presiding,relative_position,sent_count,mentions_speaker,mentions_bill,speech_act_cues,section_cues,section,text,vote_section,proposed_section,justification,text_excerpt
CA,CA_201720180SB237,255691,84,48,PRESIDING_CHAIR,7.0,0,0.9032258064516128,4,1,0,,ROLL_CALL,OTHER,close we're going to re-establish a motion and the motion is to move to concur with the ORG amendments NONLEGISLATOR please call the roll,,VOTE,"The chair re-establishes the motion, calls the roll, announces the tally, and disposes of the bill.",close we're going to re-establish a motion and the motion is to move to concur with the ORG amendments NONLEGISLATOR please call the roll
CA,CA_201720180SB237,255691,85,99,COMMITTEE_MEMBER,4.0,0,0.913978494623656,1,0,0,,,OTHER,can I close real quickly,,CLOSING_REMARKS,The author asks to close and delivers final remarks immediately before the roll call.,can I close real quickly
CA,CA_201720180SB237,255691,86,48,PRESIDING_CHAIR,7.0,0,0.9247311827956988,1,0,0,,,OTHER,would you like to,,CLOSING_REMARKS,The author asks to close and delivers final remarks immediately before the roll call.,would you like to
CA,CA_201720180SB237,255691,87,99,COMMITTEE_MEMBER,4.0,0,0.935483870967742,28,0,0,ARGUMENT,,OTHER,I would please sir yeah I just the reason i'm saying this is you know I get where we are but what are we trying to do we got these queer briefly completing policies on the one hand we want to make sure we don't have the world blow up like it blew up during the energy crisis because everybody is off and we abandoned the investor owned utilities on the other hand we're trying to deal with the complexities and all the new dynamics of renewables the duck curve and all the various things and the challenges and batteries and storage and all that stuff so we have a policy that says go out and buy renewables companies but when they have a surplus you can't sell it so you're creating an impingement on the market then we've got somebody over here that wants to buy it and because it's a surplus they can buy it at a lot less price you can load up all the costs the indirect costs to make sure there's no cost shifts and it's still cheaper right that's a good thing that's consistent with where we want to go in the future we're protected by this myriad of stuff that we've done over the years relating to cost shifting and we're protected by and moving in the right direction there are some holes in the resource adequacy piece to try to redefine it I tried to do part of it this year to redefine define it to deal with renewables and that's where we are and what happens in the process ccas walk up the middle in the whole of this thing where we can create this process but this whole notion about ccas they are proved to ORG and then you gotta a opt out provision for every customer these other people gotta do it customer by customer that's why this notion of saying transparency it's a great word that everybody likes and it's an easy way to attack something but it fundamentally tears at the heart of what this underlying issue is so all i'm just saying is is this was given a huge haircut by ORG appropriations they put the study in to try to do this thing it's dramatically less than what passed out of the ORG it's a small step to be able to relieve some market pressure that exists because there's a lot of people with very cheap energy they want to sell when I was chair of ORG the second biggest issue that everybody had in GPE was the cost of energy we have to deal with that renewable reduced costs and deal particularly with what's happening with utilities because we're adding these costs it's a really smart and thoughtful thing I ask for your aye vote,,CLOSING_REMARKS,This is the author/member closing response following an explicit invitation to close and immediately preceding the vote.,I would please sir yeah I just the reason i'm saying this is you know I get where we are but what are we trying to do we got these queer briefly completing policies on the one hand we want to make sure we don't have the world blow up like it blew up during the energy crisis because everybody is off and we abandoned the
CA,CA_201720180SB237,255691,88,48,PRESIDING_CHAIR,7.0,0,0.946236559139785,1,0,0,,ROLL_CALL,OTHER,thank you clerk please call the roll,,VOTE,"The chair re-establishes the motion, calls the roll, announces the tally, and disposes of the bill.",thank you clerk please call the roll
CA,CA_201720180SB237,255691,89,14856,EXPERT,1.0,0,0.956989247311828,21,1,0,,ROLL_CALL,OTHER,pursuant to 2910D that the ORG amendments be concurred in senator PRESIDING_CHAIR aye morrell aye GPE aye cannella aye COMMITTEE_MEMBER aye hill no COMMITTEE_MEMBER no skinner stern GPE aye weiner no 6-3,,VOTE,"The chair re-establishes the motion, calls the roll, announces the tally, and disposes of the bill.",pursuant to 2910D that the ORG amendments be concurred in senator PRESIDING_CHAIR aye morrell aye GPE aye cannella aye COMMITTEE_MEMBER aye hill no COMMITTEE_MEMBER no skinner stern GPE aye weiner no 6-3
CA,CA_201720180SB237,255691,90,48,PRESIDING_CHAIR,7.0,0,0.967741935483871,2,0,1,,RESULTS,OTHER,the final count is 6 to 3 BILL is out we're going to go back to item two SB 782 clerk please call the absent members,,VOTE,"The chair re-establishes the motion, calls the roll, announces the tally, and disposes of the bill.",the final count is 6 to 3 BILL is out we're going to go back to item two SB 782 clerk please call the absent members
CA,CA_201720180SB295,52297,11,25,COMMITTEE_MEMBER,4.0,0,0.4230769230769231,14,0,0,,,PUBLIC_COMMENTS,thank you I know you're anxious to wrap up but I appreciate your comments madam chair and I would just offer it's rare I think when we have success passing a bill that we have to come back a couple years later because we've learned it has not been implemented with the good faith intention that we anticipated that it would be the stakes are so incredibly high you heard just a couple of examples but I think the discernment among over 1000 workers many of whom got no training at all shows that without more teeth which BILL offers is the ability for the labor commissioner only upon a finding of failure of compliance to impose fines and again any employer who faces that gets a whole range of due process options to challenge that to have a hearing and we believe that this is an appropriate next step to impress not only the importance but the real goal to protect predominately women in the workforce who in agriculture often in remote areas often dependent on foremen for rides in trucks or buses and it's just a different workplace than many who work in office settings or whatever so I appreciate the org's opportunity today and would urge your aye vote thank you,,CLOSING_REMARKS,"The author/member makes a final request for support immediately before the vote, which is closing remarks rather than public discussion/testimony.",thank you I know you're anxious to wrap up but I appreciate your comments madam chair and I would just offer it's rare I think when we have success passing a bill that we have to come back a couple years later because we've learned it has not been implemented with the good faith intention that we anticipated that it wo
CA,CA_201720180SB630,52888,12,34364,LEGISLATOR,2.0,0,0.631578947368421,11,0,1,ARGUMENT,,PUBLIC_COMMENTS,thanks so much I appreciate ORG explanation of SB 44 yes SB 44 did provide as I referenced some good allocation of funding to counties for programming rehabilitative another space and certainly it did not deal with necessarily expansion of bed capacity but the issue is if you have a county facility where you have a good amount of capacity or even prime facility being used for a purpose other than the county inmates that we know are growing in number and that we need to serve then you have spaces otherwise available that is tied up and not only that your upgrades to other space could be costlier because what you are upgrading may not be in as good shape as the facility that you are contracting out so the point is that while the state yes the ORG in approving the budget and improving these bills has allocated multiple billions for our county's jail facilities the need state wide is greater than the money that we've appropriated so the point is to try to make sure that in our limited resources we are utilizing those resources in the smartest way possible to serve those needs that the state has first if counties then still have available facility great then it doesn't prohibit them from having a contract so that's the purpose of BILL and I respectfully ask for your aye vote,,CLOSING_REMARKS,This is the author/member closing response following an explicit invitation to close and immediately preceding the vote.,thanks so much I appreciate ORG explanation of SB 44 yes SB 44 did provide as I referenced some good allocation of funding to counties for programming rehabilitative another space and certainly it did not deal with necessarily expansion of bed capacity but the issue is if you have a county facility where you have a goo
CA,CA_201720180SB695,255318,4,11,PRESIDING_CHAIR,7.0,0,0.3333333333333333,6,1,0,,,PUBLIC_COMMENTS,thank you very much any additional witnesses wishing to speak in support seeing none any witnesses in opposition seeing no witnesses in opposition any questions or comments from ORG members at this time seeing no questions and comments senator LEGISLATOR do you wish to close,,CLOSING_REMARKS,"The utterance is a transition into closing remarks: it may note a motion, but its operative cue asks the author to close before roll call.",thank you very much any additional witnesses wishing to speak in support seeing none any witnesses in opposition seeing no witnesses in opposition any questions or comments from ORG members at this time seeing no questions and comments senator LEGISLATOR do you wish to close
CA,CA_201720180SB963,254681,4,93,PRESIDING_CHAIR,7.0,0,0.5,1,0,0,,,LEGISLATOR_DISCUSSION,thank you so much we do have a motion on the floor by the vice chair we welcome any short testimony sir,,VOTE,"The utterance begins or conducts voting activity: motion, roll-call instruction, tally, open-roll handling, or bill disposition.",thank you so much we do have a motion on the floor by the vice chair we welcome any short testimony sir
CA,CA_201720180SCA22,254831,36,70,LEGISLATOR,2.0,0,0.8571428571428571,4,0,0,,,PUBLIC_COMMENTS,I appreciate the thoughtful discussion of everyone involved and really do look forward to working with everyone as this moves along and I also just want to thank those who spoke out both in opposition and the tweeners in support I think there's a path here and ultimately this is about providing local voters with more local control over their own taxation system their own revenue generation system for the local schools,,CLOSING_REMARKS,This is the author/member closing response following an explicit invitation to close and immediately preceding the vote.,I appreciate the thoughtful discussion of everyone involved and really do look forward to working with everyone as this moves along and I also just want to thank those who spoke out both in opposition and the tweeners in support I think there's a path here and ultimately this is about providing local voters with more l
